Index,Location,Section,Check,Name,Item_Required
260,Psi King's Sensorium,Woods,PsiKing_HAM3_check,"Top of climb, left of waterfall","TimeBubble, PsiKing_Access"
261,Psi King's Sensorium,Nose Eye Shrine,PsiKing_HAM4_check,Light bridge from Instruments,"TimeBubble, MentalConnection, Telekinesis, PsiKing_Access"
262,Psi King's Sensorium,Eye Shrine,PsiKing_MemoryVault1_check,Cage at first stage light,"TimeBubble, Projection, PsiKing_Access"
263,Psi King's Sensorium,Concessions,PsiKing_MemoryVault2_check,Cage at start of Concessions,"TimeBubble, Projection, PsiKing_Access"
264,Psi King's Sensorium,Woods,PsiKing_Suitcase_Tag_check,Right side after wall jumps,"TimeBubble, PsiKing_Access"
265,Psi King's Sensorium,Eye Shrine,PsiKing_Hatbox_Tag_check,Burn poster,"TimeBubble, PsiKing_Access"
266,Psi King's Sensorium,Backstage,PsiKing_Purse_Tag_check,On top of trailer,PsiKing_Access
267,Psi King's Sensorium,Nose Mouth Shrine,PsiKing_SteamerTrunk_Tag_check,After double fish,"TimeBubble, Telekinesis, PsiKing_Access"
268,Psi King's Sensorium,Concessions,PsiKing_Dufflebag_Tag_check,Grass next to Feel-Mobile,"TimeBubble, PsiKing_Access"
269,Psi King's Sensorium,Backstage,PsiKing_Suitcase_check,Under stage,PsiKing_Access
270,Psi King's Sensorium,Campground,PsiKing_Hatbox_check,Tents on bottom left,"TimeBubble, PsiKing_Access"
271,Psi King's Sensorium,Concessions,PsiKing_Purse_check,Back area of tower with stars,"TimeBubble, PsiKing_Access"
272,Psi King's Sensorium,Ear Hand Shrine,PsiKing_SteamerTrunk_check,"Before Arena, opposite stage light","TimeBubble, PsiKing_Access"
273,Psi King's Sensorium,Eye Shrine,PsiKing_Dufflebag_check,"3rd RB bridge, behind speakers","TimeBubble, PsiKing_Access"
274,Psi King's Sensorium,NULL,PsiKing_20PercentFigments,Psi King's Sensorium,"TimeBubble, PsiKing_Access"
275,Psi King's Sensorium,NULL,PsiKing_40PercentFigments,Psi King's Sensorium,"TimeBubble, PsiKing_Access"
276,Psi King's Sensorium,NULL,PsiKing_60PercentFigments,Psi King's Sensorium,"TimeBubble, MentalConnection, Telekinesis, PsiKing_Access"
277,Psi King's Sensorium,NULL,PsiKing_80PercentFigments,Psi King's Sensorium,"TimeBubble, MentalConnection, Telekinesis, PsiKing_Access"
278,Psi King's Sensorium,NULL,PsiKing_100PercentFigments,Psi King's Sensorium,"TimeBubble, MentalConnection, Telekinesis, MentalConnection_Upgrade3, Pyrokinesis, PsiKing_Access"
279,Ford's Follicles,Barbershop Waiting Area,Ford_Nugget1_check,Fan at start,"PsiBlast, Levitation, Ford_Access"
280,Ford's Follicles,Town Outskirts,Ford_HAM1_check,"Ledge on right of ""War"" sign","TimeBubble, Levitation, PsiBlast, Ford_Access"
281,Ford's Follicles,Town Outskirts,Ford_MemoryVault1_check,"House near ""War"" sign","TimeBubble, Levitation, PsiBlast, Ford_Access"
282,Ford's Follicles,Town Outskirts,Ford_SteamerTrunk_Tag_check,Start of town outskirts,"TimeBubble, Levitation, PsiBlast, Ford_Access"
283,Ford's Follicles,Town Outskirts,Ford_SteamerTrunk_check,Next to Victory Shampoo,"TimeBubble, Levitation, PsiBlast, Ford_Access"
284,Ford's Follicles,NULL,Ford_20PercentFigments,Ford's Follicles,"TimeBubble, Levitation, PsiBlast, Ford_Access"
285,Ford's Follicles,NULL,Ford_40PercentFigments,Ford's Follicles,"TimeBubble, Levitation, PsiBlast, Ford_Access"
286,Ford's Follicles,NULL,Ford_60PercentFigments,Ford's Follicles,"TimeBubble, Levitation, PsiBlast, Ford_Access"
287,Ford's Follicles,NULL,Ford_80PercentFigments,Ford's Follicles,"TimeBubble, Levitation, PsiBlast, Ford_Access"
288,Ford's Follicles,NULL,Ford_100PercentFigments,Ford's Follicles,"TimeBubble, Levitation, PsiBlast, Ford_Access"
289,Strike City,Construction Site,StrikeCity_Nugget1_check,Water Tower after Joe's,StrikeCity_Access
290,Strike City,Construction Site,StrikeCity_HAM1_check,Beam at top of site,StrikeCity_Access
291,Strike City,Downtown Center,StrikeCity_MemoryVault1_check,Past ladder leading to Half Pipe,StrikeCity_Access
292,Strike City,Start of Kingpin Express,StrikeCity_Suitcase_Tag_check,Near 'Love is Forever' germ,StrikeCity_Access
293,Strike City,Foul Line Overlook,StrikeCity_Dufflebag_Tag_check,Fall through Joe's sign,StrikeCity_Access
294,Strike City,Downtown Center,StrikeCity_Suitcase_check,Behind first polish station,StrikeCity_Access
295,Strike City,Construction Site,StrikeCity_Dufflebag_check,Behind Pins,StrikeCity_Access
296,Strike City,NULL,StrikeCity_20PercentFigments,Strike City,StrikeCity_Access
297,Strike City,NULL,StrikeCity_40PercentFigments,Strike City,StrikeCity_Access
298,Strike City,NULL,StrikeCity_60PercentFigments,Strike City,StrikeCity_Access
299,Strike City,NULL,StrikeCity_80PercentFigments,Strike City,StrikeCity_Access
300,Strike City,NULL,StrikeCity_100PercentFigments,Strike City,StrikeCity_Access
301,Cruller's Correspondence,Typewriter (After Int Dead Letter Office),Cruller_Nugget1_check,On top of desk light,"MentalConnection, Cruller_Access"
302,Cruller's Correspondence,Dead Letter Office,Cruller_HAM1_check,Top of Shelf,Cruller_Access
303,Cruller's Correspondence,Ford-Bot Interior,Cruller_MemoryVault1_check,Inside Ford-Bot,"MentalConnection, Cruller_Access"
304,Cruller's Correspondence,Typewriter,Cruller_Hatbox_Tag_check,"Exit of DL Office, cubby on left",Cruller_Access
305,Cruller's Correspondence,International Dead Letter Office,Cruller_Hatbox_check,Before slide on left,"MentalConnection, TimeBubble, Cruller_Access"
306,Cruller's Correspondence,NULL,Cruller_20PercentFigments,Cruller's Correspondence,Cruller_Access
307,Cruller's Correspondence,NULL,Cruller_40PercentFigments,Cruller's Correspondence,"MentalConnection, Cruller_Access"
308,Cruller's Correspondence,NULL,Cruller_60PercentFigments,Cruller's Correspondence,"MentalConnection, Cruller_Access"
309,Cruller's Correspondence,NULL,Cruller_80PercentFigments,Cruller's Correspondence,"MentalConnection, Cruller_Access"
310,Cruller's Correspondence,NULL,Cruller_100PercentFigments,Cruller's Correspondence,"MentalConnection, TimeBubble, Cruller_Access"
311,Tomb of the Sharkophagus,Tomb of the Sharkophagus,Tomb_HAM1_check,Typewriter room,Tomb_Access
312,Tomb of the Sharkophagus,Graveyard,Tomb_MemoryVault1_check,Memory Vault Grave at Start,"Tomb_Access, Tomb_StoryComplete"
313,Tomb of the Sharkophagus,Tomb of the Sharkophagus,Tomb_Purse_Tag_check,On back of Shark,"TimeBubble, Tomb_Access"
314,Tomb of the Sharkophagus,Coffin,Tomb_Purse_check,Behind Astralathe,Tomb_Access
315,Tomb of the Sharkophagus,NULL,Tomb_20PercentFigments,Tomb of the Sharkophagus,Tomb_Access
316,Tomb of the Sharkophagus,NULL,Tomb_40PercentFigments,Tomb of the Sharkophagus,Tomb_Access
317,Tomb of the Sharkophagus,NULL,Tomb_60PercentFigments,Tomb of the Sharkophagus,Tomb_Access
318,Tomb of the Sharkophagus,NULL,Tomb_80PercentFigments,Tomb of the Sharkophagus,Tomb_Access
319,Tomb of the Sharkophagus,NULL,Tomb_100PercentFigments,Tomb of the Sharkophagus,Tomb_Access
320,Bob's Bottles,Tia's Kitchen,Bob_Nugget1_check,Straws,"PsiBlast, Telekinesis, Levitation, Bob_Access"
321,Bob's Bottles,Bog of the Betrothed,Bob_Nugget2_check,Table in cabin,"Telekinesis, Bob_Access"
322,Bob's Bottles,Bob's Island,Bob_HAM1_check,Otto's Island,Bob_Access
323,Bob's Bottles,Viking Reception,Bob_HAM2_check,Top of ship,"MentalConnection, Levitation, MentalConnection_Upgrade3, Telekinesis, Bob_Access"
324,Bob's Bottles,Sunken Motherlobe,Bob_MemoryVault1_check,Projection at Mailroom Door,"Telekinesis, Projection, Bob_Access"
325,Bob's Bottles,Bog of the Betrothed,Bob_MemoryVault2_check,Past table in cabin,"Telekinesis, Bob_Access"
326,Bob's Bottles,Viking Reception,Bob_Suitcase_Tag_check,On top of candle cake,"MentalConnection, Levitation, Telekinesis, Bob_Access"
327,Bob's Bottles,Bob's Island,Bob_Hatbox_Tag_check,Lili's Island by pelicans,Bob_Access
328,Bob's Bottles,Tia's Kitchen,Bob_Purse_Tag_check,Lilipad behind stained glass,"Telekinesis, Bob_Access"
329,Bob's Bottles,Bob's Island,Bob_SteamerTrunk_Tag_check,Yellow flower rock,Bob_Access
330,Bob's Bottles,Tia's Kitchen,Bob_Dufflebag_Tag_check,Kitchen Cabinet in Swamp,"Telekinesis, Bob_Access"
331,Bob's Bottles,Viking Reception,Bob_Suitcase_check,Left of stage,"MentalConnection, Levitation, Telekinesis, Bob_Access"
332,Bob's Bottles,Bob's Island,Bob_Hatbox_check,"Lili's Island, right of explosive plant",Bob_Access
333,Bob's Bottles,Tia's Kitchen,Bob_Purse_check,Swing to vines,"Telekinesis, Bob_Access"
334,Bob's Bottles,Bob's Island,Bob_SteamerTrunk_check,Platform behind Truman,Bob_Access
335,Bob's Bottles,Tia's Kitchen,Bob_Dufflebag_check,Platform above rope,"Telekinesis, Bob_Access"
336,Bob's Bottles,NULL,Bob_20PercentFigments,Bob's Bottles,"Levitation, Telekinesis, Bob_Access"
337,Bob's Bottles,NULL,Bob_40PercentFigments,Bob's Bottles,"Levitation, Telekinesis, Bob_Access"
338,Bob's Bottles,NULL,Bob_60PercentFigments,Bob's Bottles,"Levitation, Telekinesis, Bob_Access"
339,Bob's Bottles,NULL,Bob_80PercentFigments,Bob's Bottles,"MentalConnection, Levitation, MentalConnection_Upgrade3, Telekinesis, Bob_Access"
340,Bob's Bottles,NULL,Bob_100PercentFigments,Bob's Bottles,"MentalConnection, Levitation, MentalConnection_Upgrade3, Telekinesis, Bob_Access"
341,Cassie's Collection,Librarian's Desk,Cassie_Nugget1_check,Bookshelf Alcove,"TimeBubble, or Levitation and Levitation_Upgrade2, Cassie_Access"
342,Cassie's Collection,Deep Inside Teacher's Domain,Cassie_Nugget2_check,Mental Connection Alcove,"MentalConnection, Levitation, Projection, Cassie_Access"
343,Cassie's Collection,Waterfront,Cassie_Nugget3_check,Below Fish Market,"Projection, Levitation, Cassie_Access"
344,Cassie's Collection,Waterfront,Cassie_Nugget4_check,Hidden Portal top of Print Shop,"Projection, Levitation, Cassie_Access"
345,Cassie's Collection,Librarian's Desk,Cassie_HAM1_check,Top of Children's Corner,Cassie_Access
346,Cassie's Collection,Librarian's Desk,Cassie_HAM2_check,Literature Lane,"Projection, Cassie_Access"
347,Cassie's Collection,Deep Inside Teacher's Domain,Cassie_MemoryVault1_check,After second book section.  Behind spawn,"Projection, Cassie_Access"
348,Cassie's Collection,Waterfront,Cassie_MemoryVault2_check,Print Shop Hidden Portal,"Projection, Levitation, Cassie_Access"
349,Cassie's Collection,Deep Inside Teachers Domain,Cassie_Suitcase_Tag_check,MC to Column,"MentalConnection, Levitation, Projection, Cassie_Access"
350,Cassie's Collection,Waterfront,Cassie_Hatbox_Tag_check,Fish Cannery by door,"Projection, Levitation, Cassie_Access"
351,Cassie's Collection,Teacher's Domain,Cassie_Purse_Tag_check,By Projection switch,"Projection, Levitation, Cassie_Access"
352,Cassie's Collection,Waterfront,Cassie_SteamerTrunk_Tag_check,"Near Fish Market, left of 2nd fan","Projection, Levitation, Cassie_Access"
353,Cassie's Collection,Waterfront,Cassie_Dufflebag_Tag_check,Print Shop Projection door,"Projection, Levitation, Cassie_Access"
354,Cassie's Collection,Librarian's Desk,Cassie_Suitcase_check,Stack of books,"TimeBubble or Levitation, Cassie_Access"
355,Cassie's Collection,Waterfront,Cassie_Hatbox_check,"Red book, middle of boats","Projection, Levitation, Cassie_Access"
356,Cassie's Collection,Teacher's Domain,Cassie_Purse_check,Next to dragon,"Projection, Cassie_Access"
357,Cassie's Collection,Librarian's Desk,Cassie_SteamerTrunk_check,"Ride Chandelier, behind book","Projection, TimeBubble, Cassie_Access"
358,Cassie's Collection,Waterfront,Cassie_Dufflebag_check,Docks behind Fannie Flats,"Projection, Levitation, Cassie_Access"
359,Cassie's Collection,NULL,Cassie_20PercentFigments,Cassie's Collection,"Projection, Levitation, Cassie_Access"
360,Cassie's Collection,NULL,Cassie_40PercentFigments,Cassie's Collection,"Projection, Levitation, Cassie_Access"
361,Cassie's Collection,NULL,Cassie_60PercentFigments,Cassie's Collection,"MentalConnection, Levitation, Projection, Cassie_Access"
362,Cassie's Collection,NULL,Cassie_80PercentFigments,Cassie's Collection,"MentalConnection, Levitation, Projection, Cassie_Access"
363,Cassie's Collection,NULL,Cassie_100PercentFigments,Cassie's Collection,"MentalConnection, Levitation, Projection, TimeBubble, Cassie_Access"
364,Lucrecia's Lament,Flea Circus,Lucy_Nugget1_check,On top of ropes,Lucy_Access
365,Lucrecia's Lament,Nona's Quilts,Lucy_Nugget2_check,Cusion after Bridge,"Telekinesis, TimeBubble, Lucy_Access"
366,Lucrecia's Lament,Nona's Quilts,Lucy_Nugget3_check,Lift Button,"Telekinesis, TimeBubble, Lucy_Access"
367,Lucrecia's Lament,Flea Circus,Lucy_MemoryVault1_check,Under Knife Throwing Platform,Lucy_Access
368,Lucrecia's Lament,Nona's Quilts,Lucy_MemoryVault2_check,After first bridge on right,"Telekinesis, TimeBubble, Lucy_Access"
369,Lucrecia's Lament,Flea Circus,Lucy_Suitcase_Tag_check,On top of back wall,"Telekinesis, TimeBubble, Lucy_Access"
370,Lucrecia's Lament,Nona's Quilts,Lucy_Hatbox_Tag_check,"1st section, behind 1st portal","Telekinesis, TimeBubble, Lucy_Access"
371,Lucrecia's Lament,Nona's Quilts,Lucy_Purse_Tag_check,"2nd section, behind 3rd portal","Telekinesis, TimeBubble, Lucy_Access"
372,Lucrecia's Lament,Nona's Quilts,Lucy_SteamerTrunk_Tag_check,River at start of Nona's Quilts,"Telekinesis, TimeBubble, Lucy_Access"
373,Lucrecia's Lament,Nona's Quilts,Lucy_Dufflebag_Tag_check,"3rd area, TK button","Telekinesis, TimeBubble, Lucy_Access"
374,Lucrecia's Lament,Mental Dam,Lucy_Suitcase_check,Next to Damn 1,"Telekinesis, TimeBubble, Lucy_Access"
375,Lucrecia's Lament,Mental Dam,Lucy_Hatbox_check,Next to Damn 2,"Telekinesis, TimeBubble, Lucy_Access"
376,Lucrecia's Lament,Mental Dam,Lucy_Purse_check,Next to Damn 3,"Telekinesis, TimeBubble, Lucy_Access"
377,Lucrecia's Lament,Mental Dam,Lucy_SteamerTrunk_check,Next to Damn 4,"Telekinesis, TimeBubble, Lucy_Access"
378,Lucrecia's Lament,Mental Dam,Lucy_Dufflebag_check,Next to Damn 5,"Telekinesis, TimeBubble, Lucy_Access"
379,Lucrecia's Lament,NULL,Lucy_20PercentFigments,Lucrecia's Lament,"Telekinesis, TimeBubble, Lucy_Access"
380,Lucrecia's Lament,NULL,Lucy_40PercentFigments,Lucrecia's Lament,"Telekinesis, TimeBubble, Lucy_Access"
381,Lucrecia's Lament,NULL,Lucy_60PercentFigments,Lucrecia's Lament,"Telekinesis, TimeBubble, Lucy_Access"
382,Lucrecia's Lament,NULL,Lucy_80PercentFigments,Lucrecia's Lament,"Telekinesis, TimeBubble, Lucy_Access"
383,Lucrecia's Lament,NULL,Lucy_100PercentFigments,Lucrecia's Lament,"Telekinesis, TimeBubble, Lucy_Access"
384,Fatherland Follies,Life in Exile,Nick_Nugget1_check,Egg cups,"MentalConnection, Nick_Access"
385,Fatherland Follies,Life in Exile,Nick_Nugget2_check,Luctopus Poster,"MentalConnection, Pyrokinesis, Nick_Access"
386,Fatherland Follies,Infiltrating the Psychonauts,Nick_Nugget3_check,Inside Cabin,"MentalConnection, PsiBlast, Nick_Access"
387,Fatherland Follies,Fall of Grulovia,Nick_HAM1_check,Behind Waterwheel Slide,Nick_Access
388,Fatherland Follies,Life in Exile,Nick_HAM2_check,Inside Desert Cabin,"MentalConnection, Nick_Access"
389,Fatherland Follies,Fall of Grulovia,Nick_MemoryVault1_check,Door next to Maligula,"MentalConnection, Nick_Access"
390,Fatherland Follies,Infiltrating the Psychonauts,Nick_MemoryVault2_check,Right Shrinking Cabin,"MentalConnection, TimeBubble, PsiBlast, Nick_Access"
391,Fatherland Follies,Life in Exile,Nick_Suitcase_Tag_check,Behind tombstones,"MentalConnection, Nick_Access"
392,Fatherland Follies,Fall of Grulovia,Nick_Hatbox_Tag_check,"Behind royal family, trapeze up","MentalConnection, Nick_Access"
393,Fatherland Follies,Life in Exile,Nick_Purse_Tag_check,"Artic Exile, behind igloo","MentalConnection, Nick_Access"
394,Fatherland Follies,Infiltrating the Psychonauts,Nick_SteamerTrunk_Tag_check,After Loboto,"MentalConnection, TimeBubble, Nick_Access"
395,Fatherland Follies,Fall of Grulovia,Nick_Dufflebag_Tag_check,Red Light Door by Candle Exit,"MentalConnection, MentalConnection_Upgrade3, PsiBlast, Nick_Access"
396,Fatherland Follies,Gift Shop,Nick_Suitcase_check,Bottom shelf,"MentalConnection, TimeBubble, Nick_Access, Nick_StoryComplete"
397,Fatherland Follies,Fall of Grulovia,Nick_Hatbox_check,"Maligula door, top platform","MentalConnection, TimeBubble, Nick_Access"
398,Fatherland Follies,Life in Exile,Nick_Purse_check,Left of bed,"MentalConnection, Nick_Access"
399,Fatherland Follies,Infiltrating the Psychonauts,Nick_SteamerTrunk_check,"Before Loboto, alt MC path","MentalConnection, TimeBubble, Nick_Access"
400,Fatherland Follies,Fall of Grulovia,Nick_Dufflebag_check,Behind fleeing family,"MentalConnection, Nick_Access"
401,Fatherland Follies,NULL,Nick_20PercentFigments,Fatherland Follies,"MentalConnection, Nick_Access"
402,Fatherland Follies,NULL,Nick_40PercentFigments,Fatherland Follies,"MentalConnection, Nick_Access"
403,Fatherland Follies,NULL,Nick_60PercentFigments,Fatherland Follies,"MentalConnection, TimeBubble, PsiBlast, Nick_Access"
404,Fatherland Follies,NULL,Nick_80PercentFigments,Fatherland Follies,"MentalConnection, TimeBubble, PsiBlast, Nick_Access"
405,Fatherland Follies,NULL,Nick_100PercentFigments,Fatherland Follies,"MentalConnection, MentalConnection_Upgrade3, TimeBubble, PsiBlast, Nick_Access"
406,Shop,Pins,Saphire_LevBall_check,Saphire Lev Ball,"Levitation, Motherlobe_Access"
407,Shop,Pins,Emerald_LevBall_check,Emerald Lev Ball,"Levitation, Motherlobe_Access"
408,Shop,Pins,Ruby_LevBall_check,Ruby Lev Ball,"Levitation, Motherlobe_Access"
409,Shop,Pins,Cannonball_check,Cannonball,"Levitation, Motherlobe_Access"
410,Shop,Pins,GagOrder_check,Gag Order,"Projection, Motherlobe_Access"
411,Shop,Pins,PixelPal_check,Pixel Pal,"Projection, Motherlobe_Access"
412,Shop,Pins,PsiClone_check,Psi Clone,"Projection, Motherlobe_Access"
413,Shop,Pins,Wastepaper_check,Wastepaper,"Projection, Motherlobe_Access"
414,Shop,Pins,FoodForThought_check,Food for Thought,"MentalConnection, Motherlobe_Access"
415,Shop,Pins,HeavyThought_check,Heavy Thought,"MentalConnection, Motherlobe_Access"
416,Shop,Pins,MentalTax_check,Mental Tax,"MentalConnection, Motherlobe_Access"
417,Shop,Pins,BrainDrain_check,Brain Drain,"MentalConnection, Motherlobe_Access"
418,Shop,Pins,MentalBlock_check,Mental Block,"Clairvoyance, Motherlobe_Access"
419,Shop,Pins,SpeedReader_check,Speed Reader,"Clairvoyance, Motherlobe_Access"
420,Shop,Pins,Rainblows_check,Rainblows,"Melee, Motherlobe_Access"
421,Shop,Pins,Strike-onaut_check,Strike-onaut,"Melee, Motherlobe_Access"
422,Shop,Pins,BobbyPin_check,Bobby Pin,Motherlobe_Access
423,Shop,Pins,MentalMagnet_check,Mental Magnet,Motherlobe_Access
424,Shop,Pins,GooProof_check,Goo Proof,Motherlobe_Access
425,Shop,Pins,GlassCannon_check,Glass Cannon,Motherlobe_Access
426,Shop,Pins,VIPDiscount_check,VIP Discount,Motherlobe_Access
427,Shop,Pins,Psimultanium_check,Psimultanium,Motherlobe_Access
428,Shop,Pins,StunGun_check,Stun Gun,"PsiBlast, Motherlobe_Access"
429,Shop,Pins,CensoryOverload_check,Censory Overload,"PsiBlast, Motherlobe_Access"
430,Shop,Pins,ChainGain_check,Chain Gain,"PsiBlast, Motherlobe_Access"
431,Shop,Pins,FeverReducer_check,Fever Reducer,"Pyrokinesis, Motherlobe_Access"
432,Shop,Pins,Goonades_check,Goonades,"Pyrokinesis, Motherlobe_Access"
433,Shop,Pins,Beastmastery_check,Beastmastery,"Telekinesis, Motherlobe_Access"
434,Shop,Pins,PowerNap_check,Power Nap,"Telekinesis, Motherlobe_Access"
435,Shop,Pins,Plucky_check,Plucky,"Telekinesis, Motherlobe_Access"
436,Shop,Pins,TimeWarp_check,Time Warp,"TimeBubble, Motherlobe_Access"
437,Shop,Pins,BubbleWrap_check,Bubble Wrap,"TimeBubble, Motherlobe_Access"
438,Shop,Pins,BigTime_check,Big Time,"TimeBubble, Motherlobe_Access"
439,Shop,Consumables,PsiCore_check,Psi Core,Motherlobe_Access
440,Shop,Consumables,PsiPop_check,Psi Pop,Motherlobe_Access
441,Shop,Consumables,DreamFluff_check,Dream Fluff,Motherlobe_Access
442,Shop,Psi Pouches,MindsEyelets_check,Mind's Eyelets,Motherlobe_Access
443,Shop,Psi Pouches,Expandolier_check,Expandolier,"Motherlobe_Access, MindsEyelets"
444,Shop,Psi Pouches,FluffPockets_check,Fluff Pockets,Motherlobe_Access
445,Shop,Psi Pouches,JumboFluffPouch_check,Jumbo Fluff Pouch,"Motherlobe_Access, FluffPockets"
446,Shop,Psi Pouches,PsifoldWallet_check,Psifold Wallet,Motherlobe_Access
447,Shop,Psi Pouches,AstralWallet_check,Astral Wallet,"Motherlobe_Access, PsifoldWallet"
448,Shop,Otto-Shop Filters,Psitonium_check,Psitonium,"Motherlobe_Access, Otto-Shot"
449,Shop,Otto-Shop Filters,Achromatizer_check,Achromatizer,"Motherlobe_Access, Otto-Shot"
450,Shop,Otto-Shop Filters,Classif-eyed_check,Classif-eyed,"Motherlobe_Access, Otto-Shot"
451,Shop,Otto-Shop Filters,HotDogSpectralizer_check,Hot Dog Spectralizer,"Motherlobe_Access, Otto-Shot"
452,Shop,Otto-Shop Filters,Psychodelica_check,Psychodelica,"Motherlobe_Access, Otto-Shot"
453,Shop,Otto-Shop Filters,Otto-Spot_check,Otto-Spot,"Motherlobe_Access, Otto-Shot"
454,Quarry,Otto's Lab,ThoughtTuner_check,Thought Tuner,Quarry_Access
455,Quarry,Otto's Lab,Otto-Shot_check,Otto-Shot,Quarry_Access
456,Global,NULL,Rank_Point1_check,Rank 1,NULL
457,Global,NULL,Rank_Point2_check,Rank 2,NULL
458,Global,NULL,Rank_Point3_check,Rank 3,NULL
459,Global,NULL,Rank_Point4_check,Rank 4,NULL
460,Global,NULL,Rank_Point5_check,Rank 5,NULL
461,Global,NULL,Rank_Point6_check,Rank 6,NULL
462,Global,NULL,Rank_Point7_check,Rank 7,NULL
463,Global,NULL,Rank_Point8_check,Rank 8,NULL
464,Global,NULL,Rank_Point9_check,Rank 9,NULL
465,Global,NULL,Rank_Point10_check,Rank 10,NULL
466,Global,NULL,Rank_Point11_check,Rank 11,NULL
467,Global,NULL,Rank_Point12_check,Rank 12,NULL
468,Global,NULL,Rank_Point13_check,Rank 13,NULL
469,Global,NULL,Rank_Point14_check,Rank 14,NULL
470,Global,NULL,Rank_Point15_check,Rank 15,NULL
471,Global,NULL,Rank_Point16_check,Rank 16,NULL
472,Global,NULL,Rank_Point17_check,Rank 17,NULL
473,Global,NULL,Rank_Point18_check,Rank 18,NULL
474,Global,NULL,Rank_Point19_check,Rank 19,NULL
475,Global,NULL,Rank_Point20_check,Rank 20,NULL
476,Global,NULL,Rank_Point21_check,Rank 21,NULL
477,Global,NULL,Rank_Point22_check,Rank 22,NULL
478,Global,NULL,Rank_Point23_check,Rank 23,NULL
479,Global,NULL,Rank_Point24_check,Rank 24,NULL
480,Global,NULL,Rank_Point25_check,Rank 25,NULL
481,Global,NULL,Rank_Point26_check,Rank 26,NULL
482,Global,NULL,Rank_Point27_check,Rank 27,NULL
483,Global,NULL,Rank_Point28_check,Rank 28,NULL
484,Global,NULL,Rank_Point29_check,Rank 29,NULL
485,Global,NULL,Rank_Point30_check,Rank 30,NULL
486,Global,NULL,Rank_Point31_check,Rank 31,NULL
487,Global,NULL,Rank_Point32_check,Rank 32,NULL
488,Global,NULL,Rank_Point33_check,Rank 33,NULL
489,Global,NULL,Rank_Point34_check,Rank 34,NULL
490,Global,NULL,Rank_Point35_check,Rank 35,NULL
491,Global,NULL,Rank_Point36_check,Rank 36,NULL
492,Global,NULL,Rank_Point37_check,Rank 37,NULL
493,Global,NULL,Rank_Point38_check,Rank 38,NULL
494,Global,NULL,Rank_Point39_check,Rank 39,NULL
495,Global,NULL,Rank_Point40_check,Rank 40,NULL
496,Global,NULL,Rank_Point41_check,Rank 41,NULL
497,Global,NULL,Rank_Point42_check,Rank 42,NULL
498,Global,NULL,Rank_Point43_check,Rank 43,NULL
499,Global,NULL,Rank_Point44_check,Rank 44,NULL
500,Global,NULL,Rank_Point45_check,Rank 45,NULL
501,Global,NULL,Rank_Point46_check,Rank 46,NULL
502,Global,NULL,Rank_Point47_check,Rank 47,NULL
503,Global,NULL,Rank_Point48_check,Rank 48,NULL
504,Global,NULL,Rank_Point49_check,Rank 49,NULL
505,Global,NULL,Rank_Point50_check,Rank 50,NULL
506,Global,NULL,Rank_Point51_check,Rank 51,NULL
507,Global,NULL,Rank_Point52_check,Rank 52,NULL
508,Global,NULL,Rank_Point53_check,Rank 53,NULL
509,Global,NULL,Rank_Point54_check,Rank 54,NULL
510,Global,NULL,Rank_Point55_check,Rank 55,NULL
511,Global,NULL,Rank_Point56_check,Rank 56,NULL
512,Global,NULL,Rank_Point57_check,Rank 57,NULL
513,Global,NULL,Rank_Point58_check,Rank 58,NULL
514,Global,NULL,Rank_Point59_check,Rank 59,NULL
515,Global,NULL,Rank_Point60_check,Rank 60,NULL
516,Global,NULL,Rank_Point61_check,Rank 61,NULL
517,Global,NULL,Rank_Point62_check,Rank 62,NULL
518,Global,NULL,Rank_Point63_check,Rank 63,NULL
519,Global,NULL,Rank_Point64_check,Rank 64,NULL
520,Global,NULL,Rank_Point65_check,Rank 65,NULL
521,Global,NULL,Rank_Point66_check,Rank 66,NULL
522,Global,NULL,Rank_Point67_check,Rank 67,NULL
523,Global,NULL,Rank_Point68_check,Rank 68,NULL
524,Global,NULL,Rank_Point69_check,Rank 69,NULL
525,Global,NULL,Rank_Point70_check,Rank 70,NULL
526,Global,NULL,Rank_Point71_check,Rank 71,NULL
527,Global,NULL,Rank_Point72_check,Rank 72,NULL
528,Global,NULL,Rank_Point73_check,Rank 73,NULL
529,Global,NULL,Rank_Point74_check,Rank 74,NULL
530,Global,NULL,Rank_Point75_check,Rank 75,NULL
531,Global,NULL,Rank_Point76_check,Rank 76,NULL
532,Global,NULL,Rank_Point77_check,Rank 77,NULL
533,Global,NULL,Rank_Point78_check,Rank 78,NULL
534,Global,NULL,Rank_Point79_check,Rank 79,NULL
535,Global,NULL,Rank_Point80_check,Rank 80,NULL
536,Global,NULL,Rank_Point81_check,Rank 81,NULL
537,Global,NULL,Rank_Point82_check,Rank 82,NULL
538,Global,NULL,Rank_Point83_check,Rank 83,NULL
539,Global,NULL,Rank_Point84_check,Rank 84,NULL
540,Global,NULL,Rank_Point85_check,Rank 85,NULL
541,Global,NULL,Rank_Point86_check,Rank 86,NULL
542,Global,NULL,Rank_Point87_check,Rank 87,NULL
543,Global,NULL,Rank_Point88_check,Rank 88,NULL
544,Global,NULL,Rank_Point89_check,Rank 89,NULL
545,Global,NULL,Rank_Point90_check,Rank 90,NULL
